,Data,User,Pesan,Saham,Jam,Tanggal
0,1,Hendra Choo,"R nya FREN brp duit ya?
perhitungan( 87x52 )+ (2x 110 ) (R 120 sama W 110) kira2 dpt angka 88. apakah akan d angkat k situ?
Membalas : perhitungan( 87x52 )+ (2x 110 ) (R 120 sama W 110) kira2 dpt angka 88. apakah akan d angkat k situ?
sori W nya 100.
",FREN,12:10:07 AM,Wednesday April 28 2021
1,2,Bapakne Naila,"Membalas : Artinya apa ini Pak? Gak ngerti saya baca chart  
Besok candlenya kekanan disegala time frame",BACA,11:32:19 PM,Tuesday April 27 2021
2,3,Aho Lie,"Membalas : Artinya apa ini Pak? Gak ngerti saya baca chart  
Berarti fundmental ini  ",BACA,11:29:22 PM,Tuesday April 27 2021
3,4,Aho Lie,"Membalas : Artinya apa ini Pak? Gak ngerti saya baca chart  
Jadi begitu balikarah baru gercep itu secara grs besar uptrend 
Kecuali jeblok dibawah 240 berarti secara grs besar udah mulai kacau  ",BACA,11:27:21 PM,Tuesday April 27 2021
4,5,Happy L1fe,"Membalas : Photo
Artinya apa ini Pak? Gak ngerti saya baca chart  ",BACA,11:26:36 PM,Tuesday April 27 2021
5,6,Eko Bawono,"#CENT.
Ini adalah foto",CENT,11:25:10 PM,Tuesday April 27 2021
6,7,Aho Lie,"Membalas : Dx to dx artinya apa Pak?
Tar besok saya cek ada 2 kali transaksi pertama 40 rb klo gak salah kedua 60 rb atau dibalik tp antara Dx ke Dx jg
Membalas : Tp jujur yak, tanpa RI cent belum ada trigger untuk naik lg, kecuali besok latah akum broker & retail
Ia justru itu masuk lg klo sinyslnudah balik arah saya cumen mantau",CENT,11:23:54 PM,Tuesday April 27 2021
7,8,Happy L1fe,"Tp jujur yak, tanpa RI cent belum ada trigger untuk naik lg, kecuali besok latah akum broker & retail",CENT,11:23:50 PM,Tuesday April 27 2021
8,9,Happy L1fe,"Bentar 1000 atau 100ribu?
Besok raja menarik ni",RAJA,11:16:56 PM,Tuesday April 27 2021
9,10,Stephanus Robert,"Membalas : WMUU ada bullish divergence ya. Coba pantau besok. JPFA setelah ex date dividend longsor terus. Harga murah juga skrg.
Maaf pak, saya ga dapet view bull div nya. Apa boleh minta bantu share, masih newbie baru tertarik divergence  gitu  ","BULL,JPFA,WMUU",11:10:57 PM,Tuesday April 27 2021
10,11,Aho Lie,"Membalas : Good news Pak?
Cek miss yg beli siapa?",GOOD,11:06:11 PM,Tuesday April 27 2021
11,12,Happy L1fe,"Membalas : Untuk cent ada transaksi dipasar nego pd tgl 29 maret sebyk 200rb lot trus tgl 23 april dihrg 322 sebyk 2,5jt lot terskhir hr in
Good news Pak?","CENT,GOOD,TRUS",11:05:32 PM,Tuesday April 27 2021
