,Data,User,Pesan,Saham,Jam,Tanggal
0,1,hery,"Membalas : Ownernya jrpt.. Coba diliat laporan keuangan jrpt nanti paham
direksinya JRPT membeli saham menggunakan jasa Watiga Trust ini. belum tentu mereka yang kendalikan Watiga.
Watiga juga, lewat Highland Strategic, yang mengambil saham LBP di TOBA. masih kontroversial sampai sekarang karena belum pernah di-disclose siapa ultimate beneficiary owner dari saham tersebut
Ini adalah foto","JRPT,TOBA",10:18:21 PM,Friday April 23 2021
1,2,Kaanz',"Membalas : Sy pny Cent di 246.... ,Bsk kl dibawa turun dari hrg jumat kmrn apa layak Nambah muatan ?
Kalo sudah dibawah bisa average up kalo mantul di 290-300 atau trendnya mau bullish, ini masih area konsolidasi pak nambah muatan kalo udah breakout aja, kan lagipula anda dapet harga bawah jadi nambah muatan kalo breakout konsolidasi nya 
",CENT,8:33:01 PM,Friday April 23 2021
2,3,ZhaoMin81,"Membalas : Bisa jadi pak, karna pas konsolidasi dulu memng di area situ resis di 290 an suport 278-280 bisa jadi area situ saya konsep be
Sy pny Cent di 246.... ,Bsk kl dibawa turun dari hrg jumat kmrn apa layak Nambah muatan ?  ",CENT,8:30:10 PM,Friday April 23 2021
3,4,kapten pp man,"kmarin mau ikut yg ri assa tp ga paham owk, jd urung niat... eh ttp terbang trnyata  ",ASSA,8:24:05 PM,Friday April 23 2021
4,5,Hendro Masori,"Ringkasnya RI yg pake W itu begini:

Kalau anda pegang sahamnya saat cumdate RI maka anda otomatis dapet saham R nya sesuai ratio.

Kalau saham R ini anda tebus maka anda akan dapat saham W sesuai ratio
Selain cara diatas, R juga bisa dibeli pada masa perdagangan R. Ada di jadwal right issue
R yg didapat dari cumdate atau pasar R kalau ditebus bisa dapetin W nya
Kalau males juga lewat nebus R cara lainnya ya beli di pasar W nya nanti
Kalau masih bingung, ya jangan ikut RI dulu.  ",MASA,8:16:45 PM,Friday April 23 2021
5,6,PMA,"Membalas : AMRT asing mau exit... Itu di nego dah banyaak transaksi Di reguler? Ada KZ F yg siap guyur kalau harga 970 keatas wkwkw
alasannya mau exit tau darimana om?",AMRT,8:00:21 PM,Friday April 23 2021
6,7,AAN,"AMRT asing mau exit... Itu di nego dah banyaak transaksi


Di reguler? Ada KZ F yg siap guyur kalau harga 970 keatas wkwkw",AMRT,7:58:53 PM,Friday April 23 2021
7,8,Juragan Telor,"Membalas : Waduw PGAS 
Harus dikeluarkan dari Lq45",PGAS,6:49:48 PM,Friday April 23 2021
8,9,Billy,"Membalas : #PGAS :  kejeduk  mulu   https://www.tradingview.com/x/EfbglkwC/
MA50 ya",PGAS,5:21:12 PM,Friday April 23 2021
9,10,Tommy Hermes,Trading range PGAS 1000-2000,PGAS,5:12:17 PM,Friday April 23 2021
10,11,Irsyad Majid Rahmadia,Waduw PGAS ,PGAS,5:01:44 PM,Friday April 23 2021
11,12,Bayu Anggara,"Membalas : Video
Silakan kalau mau bunuh diri dan mengurangi populasi India. Asal ga pada terbang aja ke negara lain.
Membalas : Ad yg tau brapa % adro bagi n devidenya nanti, kira2 dia ksh n DPR ya brapa % ya?
Kemungkinan antara 10-20 perak",ADRO,3:43:16 PM,Friday April 23 2021
12,13,Yu. Ni,"Membalas : timbul pertanyaan lg kalo di saham bank... yg sdh 3000% naik nya apkh takut masuk yg blom 300%... kalo msh pengen tanya lg.. si
Haha  ",BANK,3:37:55 PM,Friday April 23 2021
13,14,RBTAN59,"Membalas : Brani g ya wkwkw
 
timbul pertanyaan lg  kalo di saham bank... yg sdh 3000% naik nya apkh takut masuk yg blom 300%... kalo msh pengen tanya lg.. silahkan tanyakan dgn rumput yg bergoyang by ebiet g ade   ",BANK,3:33:12 PM,Friday April 23 2021
14,15,mrs.A,"Membalas : Jadi siapa itu Watiga? Tetap ga dijawab sama artikelnya  
Ownernya jrpt.. Coba diliat laporan keuangan jrpt nanti paham",JRPT,3:24:50 PM,Friday April 23 2021
15,16,RBTAN59,"Membalas : Jadi siapa itu Watiga? Tetap ga dijawab sama artikelnya  
gak boleh di jelasin... bisa makin melambung hrg mppa nya  
mudahan set suspend dibuka wasit sdh jd  legowo krn........ pahamin msg dech  
usd 300jt = Rp4.5T=1.5m lembar (anderson + watiga + gojek) = @ Rp3rb  
kaga se blenger ngitungin lembar di fren  ","FREN,MPPA",3:07:16 PM,Friday April 23 2021
16,17,Benhan,"Membalas : https://www.cnbcindonesia.com/market/20210423160906-17-240376/borong-mppa-dari-lippo-siapa-sebenarnya-watiga-trust
Jadi siapa itu Watiga? Tetap ga dijawab sama artikelnya  ",MPPA,3:06:17 PM,Friday April 23 2021
17,18,RBTAN59,"Membalas : https://www.cnbcindonesia.com/market/20210423160906-17-240376/borong-mppa-dari-lippo-siapa-sebenarnya-watiga-trust
sangat jelas dampak dr kepentingan emiten   ",MPPA,3:05:27 PM,Friday April 23 2021
18,19,Andi FX,"Membalas : Intinya sih memanfaatkan momentum MPPA ya yg terpengaruh oleh utang tukar saham Temasek itu. Jelas harga sahamnya mesti dikerek
walau lebaran diperpendek, tetap beli baju baru pak , kan dpt THR  
",MPPA,3:01:36 PM,Friday April 23 2021
19,20,Mbah Bedjo,https://www.cnbcindonesia.com/market/20210423160906-17-240376/borong-mppa-dari-lippo-siapa-sebenarnya-watiga-trust,MPPA,2:58:56 PM,Friday April 23 2021
20,21,RBTAN59,"Membalas : Intinya sih memanfaatkan momentum MPPA ya yg terpengaruh oleh utang tukar saham Temasek itu. Jelas harga sahamnya mesti dikerek
ok kamsiah   
",MPPA,2:45:22 PM,Friday April 23 2021
21,22,Benhan,"Membalas : @ om Benhan menyambung prihal lppf. mlpl mppa... yg sdg bergejolak... lppf dan mlpl mgkn gak event idulfitri sdg di manfaatin
Intinya sih memanfaatkan momentum MPPA ya yg terpengaruh oleh utang tukar saham Temasek itu. Jelas harga sahamnya mesti dikerek ke atas. Jadi yg lain ikut2an. Isu lebaran dll itu buat narik ritel aja. Apa efeknya wong Lebaran diperpendek hehe","LPPF,MLPL,MPPA",2:44:45 PM,Friday April 23 2021
22,23,Frederik Rasali,"Membalas : Obligasi konversi sama RI itu sama yaa ?
Mirip. Bedanya dari hutang jadi saham. Kalau RI ada aset masuk, bisa cash atau non cash",CASH,2:37:00 PM,Friday April 23 2021
23,24,RBTAN59,"@ om Benhan menyambung prihal lppf. mlpl mppa... yg sdg  bergejolak...
lppf dan mlpl  mgkn gak event idulfitri sdg di manfaatin oleh bandar jualan  stok lama   yg sdh lama tidur. bahkan sdh exp
kalo mlpl msh ada korelasinya dgn mppa 
kalo mppa memang sdg ada kepentingan anderson /temasek. watiga  dan berita baru gojek menguasai 4%.... 
mhn pandangan nya  ","LPPF,MLPL,MPPA",2:33:59 PM,Friday April 23 2021
24,25,Benhan,"Membalas : Bener sih tadi yg bilang hari gini kalau haka berarti kena jebakan batman... mending beli pas konsolidasi dan panen saat breako
Dari 5 trade dg gaya gini, satu aja yg panen, semua small loss gara2 CL ketutup semua.

Contoh kayak LPPF kemarin  ","LPPF,SATU",2:01:26 PM,Friday April 23 2021
25,26,Ahmad Rifai,"Ad yg tau brapa % adro bagi n devidenya nanti, kira2 dia ksh n DPR ya brapa % ya?",ADRO,1:59:39 PM,Friday April 23 2021
