,Data,User,Pesan,Saham,Jam,Tanggal
0,1,Rays_Man,"maaf..
inilah pentingnya money management ya kawans.. 
kmaren saya pas gak liat berita 2 hari CENT ARB.. 
untungnya saya msh ada cash 3x pembelian CENT, lalu hari ke 3 saya nadah di ARB dengan 3x lot.. saat rebound 270 saya jual modal baru tadi, AVG saya saat ini jd 271 dgn jumlah lot tetap.. 
kalo ndak punya stock cash palingan cuman bengong aja,kalo ga siap mental CL.. 
menurut saya harus punya trading plan yg baik sebelum BELI saham.. 
maaf,hanya opini seorang newbie  ","CASH,CENT,PLAN",11:16:45 PM,Friday April 30 2021
1,2,Krobavi,Haduw wskt saya 1120   ,WSKT,11:05:12 PM,Friday April 30 2021
2,3,Hendro Masori,WSKT support psikologis 1000. Mudah2 an kuat jagain,WSKT,10:14:47 PM,Friday April 30 2021
3,4,Severinus Utomo,WKWKWKW kalau IHSG turun jangan kaget ya WSKT ndelosor lagi,WSKT,10:14:10 PM,Friday April 30 2021
4,5,Hendro Masori,"WSKT PTPP WIKA Sama aja sebenernya Pak
Liat chartnya juga mirip
Kemarin sih milih WSKT karena jalan tol yg mau dijual paling banyak punya dia
Tapi utangnya paling gede
Sekarang dikeluarkan dari akun margin
Saya mau ganti PTPP ah.  ","PTPP,WIKA,WSKT",9:25:40 PM,Friday April 30 2021
5,6,Severinus Utomo,"Membalas : pertimbangan pilih wskt dibandingkan wika, ptpp dan adhi kenapa pak? apakah karena paling jelek, jadi akan paling mungkin duluan
Kalau naik lebih kenceng mungkin biasa saingan sama ADHI wkwkwk","ADHI,PTPP,WIKA,WSKT",9:25:20 PM,Friday April 30 2021
6,7,Hartono,"pertimbangan pilih wskt dibandingkan wika, ptpp dan adhi kenapa pak? apakah karena paling jelek, jadi akan paling mungkin duluan diselamatkan?","ADHI,PTPP,WIKA,WSKT",9:24:47 PM,Friday April 30 2021
7,8,Hendro Masori,"Membalas : @hmasori pak, masih pegang saham2 infrastruktur nga pak?
Yg dulu WSKT buy 700 an udh lepas Pak di 1600 an
Tapi buyback lagi 1065
",WSKT,9:15:24 PM,Friday April 30 2021
8,9,Brian Ruslab,"Chart FREE
#BMRI - D1 (EOD) - 30/Apr
Brave Trading System Chart

Join Premium untuk data realtime, multitimeframe, bandarmology & alert buy/sell
https://t.me/btsbepebot
Ini adalah foto",BMRI,8:17:57 PM,Friday April 30 2021
9,10,hery,"Happy Trade gak kenal menyerah. gonta ganti orang terus masuk group sana sini
",SINI,8:11:33 PM,Friday April 30 2021
10,11,Aho Lie,"Membalas : Berapa ya harga tebus Fren-w yg lama?
100 pak dulu induk tebus r 100 sekrg 120",FREN,5:35:56 PM,Friday April 30 2021
11,12,Novine 90210,"Membalas : Saya merasa harga induk FREN belum akan naik dalam waktu dekat ini, karena orang2 yang punya FREN-W sekarang sudah mulai tebus w
ok noted Ci ",FREN,5:35:17 PM,Friday April 30 2021
12,13,Benhan,"Membalas : Saya merasa harga induk FREN belum akan naik dalam waktu dekat ini, karena orang2 yang punya FREN-W sekarang sudah mulai tebus w
Berapa ya harga tebus Fren-w yg lama?",FREN,5:34:46 PM,Friday April 30 2021
13,14,Aho Lie,"Membalas : Saya merasa harga induk FREN belum akan naik dalam waktu dekat ini, karena orang2 yang punya FREN-W sekarang sudah mulai tebus w
Ia mash lama",FREN,5:33:51 PM,Friday April 30 2021
