,Data,User,Pesan,Saham,Jam,Tanggal
0,1,Hendra Choo,"BJTM layak d hold LQ4 blm keluar, profit thn 2020 lebih tinggi dri 2019. trus tahan banting. deviden kayaknya bln depan.
tumbuh 8%
","BJTM,TRUS",10:48:03 PM,Friday April 23 2021
1,2,Dion,"Membalas : ekonomi amrik membaik, DJi udh ATH terus, ihsg moga minggu dpn udh kembali k level 6100an.
semoga pak, saya liat BBRI potensi bullish minggu depan.",BBRI,10:43:23 PM,Friday April 23 2021
2,3,Rays_Man,"Membalas : Pak @hmasori Sy rencana mau inves saham jangka -+ 5-7thn,, Jika perbulan sy inves 300rb sebaiknya sy beli saham apa pak HM moho
DCA saya terapkan ke emiten yg ngasih dividen yield diatas deposito scr historis..
coba research BJTM BJBR HEXA SMSM ADMF HMSP PTBA ADRO ITMG dan yg lain2.. 
tp disiplin,nanti saat dpt dividen, uangnya dibelikan saham lagi.. tujuannya compounding ya.. 
atau bisa diversifikasi ke RDPU dan RDPT..","ADMF,ADRO,BJBR,BJTM,HEXA,HMSP,ITMG,PTBA,SMSM",10:21:20 PM,Friday April 23 2021
3,4,nathan,"Membalas : Wah apa yaaa. Big cap banking dan consumer diatas 3000 semua
hmsp pakde
",HMSP,9:38:39 PM,Friday April 23 2021
4,5,Hanip,"Membalas : ANTM juga oke   katanya mau ke 4000 
Iya mas, ANTM memang oke  awas gak kebagian barang  ",ANTM,9:38:22 PM,Friday April 23 2021
5,6,Kaanz',"Membalas : Bris jg ok..
ANTM juga oke   katanya mau ke 4000 ","ANTM,BRIS",9:34:16 PM,Friday April 23 2021
6,7,ID,"Membalas : Wah apa yaaa. Big cap banking dan consumer diatas 3000 semua
Bris jg ok..",BRIS,9:32:54 PM,Friday April 23 2021
7,8,Brie Putra,"Membalas : Wah apa yaaa. Big cap banking dan consumer diatas 3000 semua
Property juga bs pakde....BSDE SMRA CTRA PWON.. 
","BSDE,CTRA,PWON,SMRA",9:24:06 PM,Friday April 23 2021
8,9,nathan,"Membalas : Pak @hmasori Sy rencana mau inves saham jangka -+ 5-7thn,, Jika perbulan sy inves 300rb sebaiknya sy beli saham apa pak HM moho
Ggrm hsmp masih di bawa pak",GGRM,9:16:20 PM,Friday April 23 2021
9,10,Janson P.,"Overview ASII ( 23/04/2021 )

Sebelumnya, pergerakan ASII mengikuti garis trendlinenya. Ketika ia breakdown, maka ia harus membuat support baru. Dan support barunya itu terlihat  di 5025.

Hari senin nanti mungkin ia akan meretest resistance trendlinenya ( 5750 - 5800 ), jika berhasil break maka ada potensi besar bagi ASII, selain itu garis MA 200 juga sudah terlewati.
#analisis #bukanajakanbeli
Ini adalah foto",ASII,8:00:09 PM,Friday April 23 2021
10,11,Avianto,"Membalas : Klo 300 dptnya saham apa aja pak buat 5-7thnn
BJBR, BJTM, SIDO, ERAA, KLBF, MYOR","BJBR,BJTM,ERAA,KLBF,MYOR,SIDO",6:43:40 PM,Friday April 23 2021
11,12,Eko Bawono,"Membalas : badan kapal uda ketemu di kedalaman 830m, sekarang lagi mikirin rencana pengangkatan..
Turut berduka cita",CITA,6:37:27 PM,Friday April 23 2021
12,13,Robin Karenza,"Membalas : Iya ini juga. Mayora
Dmas aja. Murah. Lot-nya bisa agak banyak. Devidennya good","DMAS,GOOD",6:21:56 PM,Friday April 23 2021
13,14,Kaanz',"Membalas : Jgn wmuu lah
Sabilah ",WMUU,6:06:00 PM,Friday April 23 2021
14,15,Fry,"Membalas : Kalo per bulan 300rb blm dpt 1 lot saham ini pakde...plg murah BBRI itu 430rb/lot
Kan bisa nabungnya 2 bulan sekali tapi 600rb   
",BBRI,5:54:32 PM,Friday April 23 2021
15,16,Tjandra,Cek aja info tentang wmuu,WMUU,5:52:48 PM,Friday April 23 2021
16,17,Hendro Masori,"Membalas : Myor om
Iya ini juga. Mayora",MYOR,5:51:59 PM,Friday April 23 2021
17,18,Charles Prop,wmuu itu perusahaan palugada. sampe bisnis pertambangan pun dijalanin,WMUU,5:51:55 PM,Friday April 23 2021
18,19,Ahmad Rifai,wmuu d antara saham ipo lainya paling bagus dia tp karna ad persaingan antara bandar retail dan pom2 dr org2 tertentu makanya skrng jd turun bgt harganya...bandar buang semua dulu itu sahamnya pas d atas...pdhal wmuu not bad,WMUU,5:46:51 PM,Friday April 23 2021
19,20,Radityo Herbasuki,"Bris pwon bsde adro elsa pgas excl mapi jpfa ctra lsip simp

Banyak lah bawah 3000 yg fundanya bagus kalo utk long term","ADRO,BRIS,BSDE,CTRA,ELSA,EXCL,JPFA,LSIP,MAPI,PGAS,PWON,SIMP",5:40:20 PM,Friday April 23 2021
20,21,Billy,"Membalas : Wah apa yaaa. Big cap banking dan consumer diatas 3000 semua
Myor om
",MYOR,5:37:45 PM,Friday April 23 2021
21,22,Dion,"Membalas : Harga d bwh 3000 bagusnya saham apa pak HM? Mohon maaf sy baru kenal saham Mohon pencerahannya saham bagus harga di bawah 3000
sido bagus secara fundamental",SIDO,5:36:46 PM,Friday April 23 2021
22,23,Kresna,"Membalas : Wmuu baru ipo uda layak masuk kategori invest jangka panjang kah?  
Fyi Perusahaan baru ipo bukan berarti baru berdiri  ",WMUU,5:35:02 PM,Friday April 23 2021
23,24,Yudha,"Membalas : Kalau mau eraa,wmuu perusahaan bagus
Wmuu baru ipo uda layak masuk kategori invest jangka panjang kah?  ","ERAA,WMUU",5:33:26 PM,Friday April 23 2021
24,25,David,Jgn wmuu lah,WMUU,5:26:34 PM,Friday April 23 2021
25,26,yang ananta,"Membalas : Kalau mau eraa,wmuu perusahaan bagus
wmuu ini serius bagus?saya ada hold tp ga yakin,di ajaib pbv sm penya 0,kayak ga update ","ERAA,WMUU",5:23:55 PM,Friday April 23 2021
26,27,Tjandra,"Kalau mau eraa,wmuu perusahaan bagus","ERAA,WMUU",5:22:09 PM,Friday April 23 2021
27,28,Ahmad Rifai,"Mending bjtm, bjbr udh bagi deviden kmaren biasanya agak turun dulu, gw dpt 15% dr bjbr sebelum rups sampe pengumuman deviden kluar lumayan kmaren","BJBR,BJTM",5:21:13 PM,Friday April 23 2021
28,29,yang ananta,"klo dibawah 3000 yg terkenal growt bagus sido,klo mau agak nyeleneh dikit inci ","INCI,SIDO",5:20:24 PM,Friday April 23 2021
29,30,amri .,BJTM oke sih pak dividen gede juga,BJTM,5:18:26 PM,Friday April 23 2021
30,31,Hendro Masori,"Membalas : BBTN BJBR? tapi bukan big caps
Ini boleh
Second liner tapi masih OK","BBTN,BJBR",5:16:28 PM,Friday April 23 2021
31,32,David,"Membalas : BBTN BJBR? tapi bukan big caps
Bbtn","BBTN,BJBR",5:16:14 PM,Friday April 23 2021
32,33,Phia Susetyo,"Membalas : Wah apa yaaa. Big cap banking dan consumer diatas 3000 semua
BBTN BJBR? tapi bukan big caps","BBTN,BJBR",5:15:59 PM,Friday April 23 2021
33,34,Hendro Masori,"Membalas : Kalo per bulan 300rb blm dpt 1 lot saham ini pakde...plg murah BBRI itu 430rb/lot
Ya dicari saja dari semua itu mana yg dapat",BBRI,5:00:17 PM,Friday April 23 2021
34,35,DIUL 058,"Membalas : Blue chip aja Pak. Banking BBRI BMRI BBCA BBNI atau konsumer ASII INDF UNVR
Makasih pak HM
Klo 300 dptnya saham apa aja pak buat 5-7thnn","ASII,BBCA,BBNI,BBRI,BLUE,BMRI,INDF,UNVR",4:56:31 PM,Friday April 23 2021
35,36,Brie Putra,"Membalas : Blue chip aja Pak. Banking BBRI BMRI BBCA BBNI atau konsumer ASII INDF UNVR
Kalo per bulan 300rb blm dpt 1 lot saham ini pakde...plg murah BBRI itu 430rb/lot ","ASII,BBCA,BBNI,BBRI,BLUE,BMRI,INDF,UNVR",4:52:27 PM,Friday April 23 2021
36,37,Hendro Masori,"Membalas : Pak @hmasori Sy rencana mau inves saham jangka -+ 5-7thn,, Jika perbulan sy inves 300rb sebaiknya sy beli saham apa pak HM moho
Blue chip aja Pak. Banking BBRI BMRI BBCA BBNI atau konsumer ASII INDF UNVR","ASII,BBCA,BBNI,BBRI,BLUE,BMRI,INDF,UNVR",4:46:26 PM,Friday April 23 2021
37,38,Tejo Arum,"Membalas : Iya pak...kalo sy mikirnya ntar takutnya udah sakit...masih ngurus uang asuransi gk kelar2...masih dag dig dug bs cair apa gak,
Pake BPJS ajalahhh.....tapi maunya sehat aja gak mau sakit...bayar tiap bulan gakpapa biar buat yg membutuhkan ajaa     ",UANG,3:48:43 PM,Friday April 23 2021
38,39,Andi FX,"Membalas : Emang katanya 5 tahun akan kembali...tapi yaa dari pada ribet tutup ajaaahhh.....semua orang pasti ingin sehat sichhh
Iya pak...kalo sy mikirnya ntar takutnya udah sakit...masih ngurus uang asuransi gk kelar2...masih dag dig dug bs cair apa gak, malah tambah sakit atiii  ",UANG,3:46:43 PM,Friday April 23 2021
39,40,Tejo Arum,"Membalas : Kalo ada oknum bank bumn yg tiba2 jadi baik, malah curiga..buntut2nya biasanya nawarinnya produk kerjasama asuransi
Kalo axa mandiri itu gimana om...",BANK,3:35:53 PM,Friday April 23 2021
40,41,Andi FX,"Kalo ada oknum bank bumn yg tiba2 jadi baik, malah curiga..buntut2nya biasanya nawarinnya produk kerjasama asuransi 
",BANK,3:24:05 PM,Friday April 23 2021
41,42,Andi FX,"Jolas itu...bank bumn masih ada sisa2 budaya ""merasa lebih dibutuhkan""
",BANK,3:23:04 PM,Friday April 23 2021
42,43,Ricky,Service bank bca y jauh di atas bumn mnrt saya. Bahkan satpam nya lbh ramah dari teller bank bumn,BANK,3:19:23 PM,Friday April 23 2021
43,44,Bagus Yudoprakoso,"Membalas : Cash tunainya pasti banyak nih agan...
mana ada... main saham aja receh saya om   
","CASH,MAIN",3:17:59 PM,Friday April 23 2021
44,45,Liong_23,"Membalas : wah.. bahaya... dari dulu makanya ga percaya & ga mau pakai CC atau gesek debit.. mumet ga kekontrol...
Cash tunainya pasti banyak nih agan...",CASH,3:14:22 PM,Friday April 23 2021
45,46,Andi FX,"Membalas : Iya apa  
Ntar kena uu ite 
Susah lawan bank
Semua aturan udah disetting sedemikian rupa...pokoknya bank gk pernah salah",BANK,2:52:57 PM,Friday April 23 2021
