,Data,User,Pesan,Saham,Jam,Tanggal
0,1,panjianom,"Ada cara bodoh2an di saham agar beginner luck tetap bertahan
","AGAR,LUCK",1:04:29 AM,Monday April 19 2021
1,2,Bayu Anggara,"Membalas : Bener ini. Teorinya begini: luck itu adalah masa promosi dari   supaya terus berjudi. Sebagaimana semua produk dikasih diskon p
Meski awalnya untung karena dibantu   in the end akan kalah juga akhirnya","LUCK,MASA",11:11:22 PM,Sunday April 18 2021
2,3,Arie May,"Membalas : Gawatnya trading crypto ini bikin mental judi (buat sebagian newbie ya). Ada yg demi balikin modal, cairin deposito, jual emas s
Sama kejadian kyk tmn gw dlu main forex. Ampe jual mbl buat ganti loss nya  ",MAIN,10:57:12 PM,Sunday April 18 2021
3,4,Aldo,"Membalas : Bener ini. Teorinya begini: luck itu adalah masa promosi dari   supaya terus berjudi. Sebagaimana semua produk dikasih diskon p
beda wkwkw kalo casino ada settingan om ","LUCK,MASA",10:44:42 PM,Sunday April 18 2021
4,5,Benhan,"Membalas : Beginner's luck ini memang selalu ada. Entah kenapa. Mau di meja judi beneran, judi bola, di saham, sampe forex dan crypto (at l
Bener ini.
Teorinya begini: luck itu adalah masa promosi dari   supaya terus berjudi. Sebagaimana semua produk dikasih diskon pas launching.
Tentunya tau kalau kasino itu piara   kan?  
","BOLA,LUCK,MASA",10:25:32 PM,Sunday April 18 2021
5,6,Jimmy,"Membalas : Gawatnya trading crypto ini bikin mental judi (buat sebagian newbie ya). Ada yg demi balikin modal, cairin deposito, jual emas s
Beginner's luck ini memang selalu ada. Entah kenapa. Mau di meja judi beneran, judi bola, di saham, sampe forex dan crypto (at least saya uda ngalamin sendiri)  
Awal tahun ini aja berapa banyak tuh yang haka margin saham-saham liquid sampe bikin beberapa sekuritas semaput  ","BOLA,LUCK",10:22:43 PM,Sunday April 18 2021
6,7,krm nugraha,"Membalas : Kalau yg benar2 greedy bisa jadi balik tabungan Pak. Karena buat deposito udah gak cukup minimumnya.
nabung usdt d binance mungkin jd solusi lumayan kan 5% per tahun/reksadana pasar uang   ",UANG,10:06:17 PM,Sunday April 18 2021
7,8,Fry,"Membalas : Deposito sih uda kecil banget ya? Mending masukin ke reksadana pasar uang.
Iya pak.
Tapi RDPU juga turun banyak kyknya tahun ini
Saya punya yg Sucor 3 bln terakhir cuma dpt 1.1%",UANG,9:55:13 PM,Sunday April 18 2021
8,9,Dessy Fang,"Membalas : Deposito sih uda kecil banget ya? Mending masukin ke reksadana pasar uang.
3-4% yaa skrg..",UANG,9:53:02 PM,Sunday April 18 2021
9,10,Jimmy,"Membalas : Kalo udah nyangkut di saham trus pindah ke crypto nyangkut juga, biasanya baliknya ke deposito
Deposito sih uda kecil banget ya? Mending masukin ke reksadana pasar uang.","TRUS,UANG",9:45:29 PM,Sunday April 18 2021
10,11,Hendro Masori,"Membalas : Kalo udah nyangkut di saham trus pindah ke crypto nyangkut juga, biasanya baliknya ke deposito
Kalau yg benar2 greedy bisa jadi balik tabungan Pak. Karena buat deposito udah gak cukup minimumnya.  ",TRUS,9:44:46 PM,Sunday April 18 2021
11,12,Rui :rocket: :speedboat::dancer: ,"Kalau bole bantu jawab, apabila ada 3 white soldier setelah downtrend maka boleh dibilang reversal sudah dimulai ... kalau melihat chartnya ACES, masi dalam downtrend namun ada rejection minggu lalu dan kemudian rally.
Apabila rally ini bisa menembus titik resisten atas dari downtrend tersebut, maka bole dibilang downtrendnya sudah selesai dan uptrend kemungkinan besar akan dimulai   
Ini adalah foto",ACES,8:53:01 PM,Sunday April 18 2021
12,13,Ady Tirta,"Membalas : Kalo udah nyangkut di saham trus pindah ke crypto nyangkut juga, biasanya baliknya ke deposito
Masih ada Money Game",TRUS,8:51:03 PM,Sunday April 18 2021
13,14,ARRY WIBISONO,"ACES : sinyal reversal candle BULLISH HARAMI (INSIDE BAR), diikuti three white soldier (3 candle hijau), saat ini menguji resisten di 1515. Jika besok hijau menuju MA 200 di level 1616 (curva ungu). -- disclaimer On juga
Ini adalah foto",ACES,8:13:37 PM,Sunday April 18 2021
14,15,panjianom,"Membalas : Aku Bosan Cuan Dikit
ABCD  , tinggal lengkapi sampai Z nih   
Membalas : Assa Brms Cent
Ini knp kok lain sendiri?   ","ASSA,BRMS,CENT",8:04:31 PM,Sunday April 18 2021
15,16,Rosabillity,Eraa nya Eraa,ERAA,7:28:17 PM,Sunday April 18 2021
16,17,Novine 90210,"Membalas : Ypc apaan ya
yang paling cuan...
 
Membalas : ABC. Aku Bahagia Cantik... #ehhhh
Assa Brms Cent","ASSA,BRMS,CENT",7:16:15 PM,Sunday April 18 2021
17,18,Charles Prop,"Membalas : Saya dulu juga gak percaya valuasi perusahaan startups yg bisa gila2an. Secara fundamental (profit & sustainability) belum jelas
Betul. Fundamental tetap yg terpenting. Ibarat kata org invest tanah pasti naik coba aja beli tanah kuburan atau tanah pinggir jurang.  .


Startup harus kuat bakar uang. Mau segede gojek yg disupport google pd akhirnya harus merger jg dan IPO.
Grab yg gede pun sudah bikin lippo amsiong dan masoyoshi son kehilangan duit bnyk",UANG,6:44:11 PM,Sunday April 18 2021
18,19,panjianom,"Membalas : Menang debat di sini gada yang untung gada yang rugi. Disudahi sajala
Rebutan pepesan kosong  ",SINI,5:09:33 PM,Sunday April 18 2021
19,20,Syrf Maulana,"Membalas : Menang debat di sini gada yang untung gada yang rugi. Disudahi sajala
Menang jadi api kalsh jadi debu  ",SINI,5:09:08 PM,Sunday April 18 2021
20,21,Dee,Menang debat di sini gada yang untung gada yang rugi. Disudahi sajala,SINI,5:03:35 PM,Sunday April 18 2021
21,22,hans,"Wow ternyata perusahaan Adi Sarana Armada , Tbk ternyata laba bersih nya turun.... tapi harga saham ASSA naik banyak
Ini adalah foto",ASSA,5:00:05 PM,Sunday April 18 2021
22,23,Maimunah,"Membalas : arto = doid bagi saya selalu menjadi ""artos"" dan ""duit""
Hmm","ARTO,DOID",4:50:51 PM,Sunday April 18 2021
23,24,A. Nanda M.,"arto = doid

bagi saya selalu menjadi ""artos"" dan ""duit""","ARTO,DOID",4:50:36 PM,Sunday April 18 2021
24,25,hans,"Coba yg punya arto dari yg belum gerak sampai harga sekarang... Dasarnya apa coba dia beli?
Fundamental? Underlaying? Hembusan berita or apa???",ARTO,4:44:18 PM,Sunday April 18 2021
25,26,Naufal,Siap pak terimakasih  alhamdulillah ada uang dingin buat trading crypto,UANG,4:43:57 PM,Sunday April 18 2021
26,27,Maimunah,"Membalas : Yg cuan dari saham bank kecil banyak kan disini? Dasarnya beli apa coba?
 ",BANK,4:43:34 PM,Sunday April 18 2021
